,Date,Game_Id,Team,EV_xGF,EV_xGA,EV_GF,EV_GA,EV_TOI,5v5_xGF,5v5_xGA,5v5_GF,5v5_GA,5v5_TOI,ALL_xGF,ALL_xGA,ALL_GF,ALL_GA,ALL_TOI
0,2023-10-10,20002,PIT,2.4816965162254863,2.9692207614213646,2,3,46.75,2.4816965162254863,2.9692207614213646,2,3,46.75,3.7859847553171,4.434511918489405,2,3,60.0
1,2023-10-10,20002,CHI,2.9692207614213646,2.4816965162254863,3,2,46.75,2.9692207614213646,2.4816965162254863,3,2,46.75,4.434511918489405,3.7859847553171,3,2,60.0
2,2023-10-10,20001,T.B,1.4070382112319078,3.00822967337952,1,2,47.86666666666667,1.4070382112319078,3.00822967337952,1,2,45.93333333333333,3.0521377765358544,5.186242220940846,3,3,60.0
3,2023-10-10,20001,NSH,3.00822967337952,1.4070382112319078,2,1,47.86666666666667,3.00822967337952,1.4070382112319078,2,1,45.93333333333333,5.186242220940846,3.0521377765358544,3,3,60.0
4,2023-10-10,20003,VGK,2.3643901224958404,2.737926953200638,3,1,43.8,2.3643901224958404,2.737926953200638,3,1,43.8,3.227357025872696,4.238370535095025,3,1,60.0
5,2023-10-10,20003,SEA,2.737926953200638,2.3643901224958404,1,3,43.8,2.737926953200638,2.3643901224958404,1,3,43.8,4.238370535095025,3.227357025872696,1,3,60.0
6,2023-10-11,20005,TOR,2.5952155316662413,2.0079016987370184,1,4,47.23333333333333,2.1970599693973845,1.9724499935951088,1,4,47.23333333333333,4.168379377697246,2.309998139230061,5,5,80.0
7,2023-10-11,20005,MTL,2.0079016987370184,2.5952155316662413,4,1,47.23333333333333,1.9724499935951088,2.1970599693973845,4,1,47.23333333333333,2.309998139230061,4.168379377697246,5,5,80.0
8,2023-10-11,20004,CAR,2.372986272998406,1.6158860822630856,3,2,49.06666666666667,2.372986272998406,1.6158860822630856,3,2,47.41666666666666,3.893358236630676,3.301158452025794,5,3,60.0
9,2023-10-11,20004,OTT,1.6158860822630856,2.372986272998406,2,3,49.06666666666667,1.6158860822630856,2.372986272998406,2,3,47.41666666666666,3.301158452025794,3.893358236630676,3,5,60.0
10,2023-10-11,20007,CGY,0.7480257893781113,2.539949959431997,2,3,46.46666666666667,0.7480257893781113,2.539949959431997,2,3,45.23333333333333,1.9185252720739,5.1830779022921405,4,3,60.0
11,2023-10-11,20007,WPG,2.539949959431997,0.7480257893781113,3,2,46.46666666666667,2.539949959431997,0.7480257893781113,3,2,45.23333333333333,5.1830779022921405,1.9185252720739,3,4,60.0
12,2023-10-11,20008,L.A,1.8074118336329568,2.3095279221562075,2,3,47.53333333333333,1.8074118336329568,2.3095279221562075,2,3,47.53333333333333,3.611014026154672,3.6597652132812377,2,4,60.0
13,2023-10-11,20008,COL,2.3095279221562075,1.8074118336329568,3,2,47.53333333333333,2.3095279221562075,1.8074118336329568,3,2,47.53333333333333,3.6597652132812377,3.611014026154672,4,2,60.0
14,2023-10-11,20009,VAN,2.79883738393966,1.830725048964892,5,0,48.9,2.79883738393966,1.830725048964892,5,0,47.98333333333333,4.221219226644239,2.5499199870921805,8,1,60.0
15,2023-10-11,20009,EDM,1.830725048964892,2.79883738393966,0,5,48.9,1.830725048964892,2.79883738393966,0,5,47.98333333333333,2.5499199870921805,4.221219226644239,1,8,60.0
16,2023-10-11,20006,BOS,2.76758118956496,1.7612393767161971,2,1,52.0,2.76758118956496,1.7612393767161971,2,1,52.0,3.775911731053072,1.8856278539634272,2,1,60.0
17,2023-10-11,20006,CHI,1.7612393767161971,2.76758118956496,1,2,52.0,1.7612393767161971,2.76758118956496,1,2,52.0,1.8856278539634272,3.775911731053072,1,2,60.0
18,2023-10-12,20012,N.J,2.5541496190326085,1.854138047956696,2,1,48.9,2.511526644966877,1.7119100329960246,2,1,46.9,3.53334759226619,2.864378791092139,3,3,60.0
19,2023-10-12,20012,DET,1.854138047956696,2.5541496190326085,1,2,48.9,1.7119100329960246,2.511526644966877,1,2,46.9,2.864378791092139,3.53334759226619,3,3,60.0
20,2023-10-12,20013,DAL,2.503208104748252,1.942391483023524,1,1,44.96666666666667,1.9915543501486648,1.5245578496775187,1,1,44.88333333333333,2.8260412426000348,2.167255051065108,1,1,80.0
21,2023-10-12,20013,STL,1.942391483023524,2.503208104748252,1,1,44.96666666666667,1.5245578496775187,1.9915543501486648,1,1,44.88333333333333,2.167255051065108,2.8260412426000348,1,1,80.0
22,2023-10-12,20014,MIN,0.5384500048058839,1.6213912169119968,1,0,45.11666666666667,0.4874617519912708,1.5854474995407872,1,0,43.11666666666667,1.6692837619350085,3.2485692623949194,2,0,60.0
23,2023-10-12,20014,FLA,1.6213912169119968,0.5384500048058839,0,1,45.11666666666667,1.5854474995407872,0.4874617519912708,0,1,43.11666666666667,3.2485692623949194,1.6692837619350085,0,2,60.0
24,2023-10-12,20015,NSH,1.8380446582238217,1.8125614231897704,0,0,45.96666666666667,1.8182281018266373,1.3931728402093015,0,0,45.96666666666667,4.094976996204136,2.947874499299454,2,0,60.0
25,2023-10-12,20015,SEA,1.8125614231897704,1.8380446582238217,0,0,45.96666666666667,1.3931728402093015,1.8182281018266373,0,0,45.96666666666667,2.947874499299454,4.094976996204136,0,2,60.0
26,2023-10-12,20011,CBJ,1.6350790658844143,2.16875583443795,1,2,44.766666666666666,1.5692723732295382,2.132151861747128,1,2,44.46666666666667,2.963205327361761,2.934649940136471,2,2,60.0
27,2023-10-12,20011,PHI,2.16875583443795,1.6350790658844143,2,1,44.766666666666666,2.132151861747128,1.5692723732295382,2,1,44.46666666666667,2.934649940136471,2.963205327361761,2,2,60.0
28,2023-10-12,20010,BUF,1.2942305974271944,1.9505368001155503,1,2,45.93333333333333,1.2344186492772322,1.9357285144055805,1,2,43.53333333333333,2.186032575100044,3.194950777659635,1,4,60.0
29,2023-10-12,20010,NYR,1.9505368001155503,1.2942305974271944,2,1,45.93333333333333,1.9357285144055805,1.2344186492772322,2,1,43.53333333333333,3.194950777659635,2.186032575100044,4,1,60.0
30,2023-10-12,20016,S.J,1.987706136756065,1.992616365878921,1,4,44.48333333333333,1.987706136756065,1.992616365878921,1,4,44.2,2.7289829285660483,2.4649263552097103,1,4,60.0
31,2023-10-12,20016,VGK,1.992616365878921,1.987706136756065,4,1,44.48333333333333,1.992616365878921,1.987706136756065,4,1,44.2,2.4649263552097103,2.7289829285660483,4,1,60.0
32,2023-10-13,20018,WSH,1.240073207173942,2.80663195843353,0,2,44.61666666666667,1.148767104749942,2.790251615550834,0,2,42.61666666666667,1.8816139457392227,3.7295386515387374,0,4,60.0
33,2023-10-13,20018,PIT,2.80663195843353,1.240073207173942,2,0,44.61666666666667,2.790251615550834,1.148767104749942,2,0,42.61666666666667,3.7295386515387374,1.8816139457392227,4,0,60.0
34,2023-10-13,20017,N.J,2.314560713504742,2.89806037713996,1,1,45.35,1.792798291956688,2.8740666291724923,0,1,43.18333333333333,3.284048675634548,4.120457408236304,3,3,80.0
35,2023-10-13,20017,ARI,2.89806037713996,2.314560713504742,1,1,45.35,2.8740666291724923,1.792798291956688,1,0,43.18333333333333,4.120457408236304,3.284048675634548,3,3,80.0
36,2023-10-14,20030,S.J,1.951221627018031,3.430242234731513,1,0,54.3,1.931709982609325,3.1976683658418024,1,0,54.3,2.8918745257184018,5.308272919794407,1,1,80.0
37,2023-10-14,20030,COL,3.430242234731513,1.951221627018031,0,1,54.3,3.1976683658418024,1.931709982609325,0,1,54.3,5.308272919794407,2.8918745257184018,1,1,80.0
38,2023-10-14,20029,EDM,2.726166128829868,1.476444080857626,1,3,50.766666666666666,2.726166128829868,1.412909914867235,1,3,50.766666666666666,4.71197685560018,2.1208736554519083,3,4,60.0
39,2023-10-14,20029,VAN,1.476444080857626,2.726166128829868,3,1,50.766666666666666,1.412909914867235,2.726166128829868,3,1,50.766666666666666,2.1208736554519083,4.71197685560018,4,3,60.0
40,2023-10-14,20026,TOR,3.1974540306183217,3.4697865914729977,5,4,42.583333333333336,3.0467670071250703,3.4697865914729977,5,4,40.2,3.857228098425424,3.7216807124015,7,4,60.0
41,2023-10-14,20026,MIN,3.4697865914729977,3.1974540306183217,4,5,42.583333333333336,3.4697865914729977,3.0467670071250703,4,5,40.2,3.7216807124015,3.857228098425424,4,7,60.0
42,2023-10-14,20021,BOS,1.8282731536375576,1.8378595417008168,0,1,50.4,1.8282731536375576,1.7628647346673052,0,1,50.4,2.94310157455115,3.885764784246227,2,2,60.0
43,2023-10-14,20021,NSH,1.8378595417008168,1.8282731536375576,1,0,50.4,1.7628647346673052,1.8282731536375576,1,0,50.4,3.885764784246227,2.94310157455115,2,2,60.0
44,2023-10-14,20027,NYI,1.7521575970147731,2.040082640645703,3,2,49.266666666666666,1.7287627501169118,2.040082640645703,3,2,49.266666666666666,2.1127022584370683,2.0904317861369286,3,2,60.0
45,2023-10-14,20027,BUF,2.040082640645703,1.7521575970147731,2,3,49.266666666666666,2.040082640645703,1.7287627501169118,2,3,49.266666666666666,2.0904317861369286,2.1127022584370683,2,3,60.0
46,2023-10-14,20032,L.A,1.8331618753048544,1.1928760796141895,2,3,46.88333333333333,1.6385822533345982,0.7748667695017344,2,3,44.05,3.8156224422736673,2.1743296979180515,5,5,80.0
47,2023-10-14,20032,CAR,1.1928760796141895,1.8331618753048544,3,2,46.88333333333333,0.7748667695017344,1.6385822533345982,3,2,44.05,2.1743296979180515,3.8156224422736673,5,5,80.0
48,2023-10-14,20020,WPG,2.422585065689616,1.8218652720572963,3,1,45.46666666666667,2.0894227210234178,1.8218652720572963,3,1,43.91666666666666,3.056470106768167,4.022182530232963,5,4,60.0
49,2023-10-14,20020,FLA,1.8218652720572963,2.422585065689616,1,3,45.46666666666667,1.8218652720572963,2.0894227210234178,1,3,43.91666666666666,4.022182530232963,3.056470106768167,4,5,60.0
50,2023-10-14,20028,STL,1.6664843524683064,1.9361460480690675,1,0,48.96666666666667,1.5316423628556222,1.554557871530871,1,0,44.96666666666667,2.2860820633003063,2.5937718772337464,1,1,80.0
51,2023-10-14,20028,SEA,1.9361460480690675,1.6664843524683064,0,1,48.96666666666667,1.554557871530871,1.5316423628556222,0,1,44.96666666666667,2.5937718772337464,2.2860820633003063,1,1,80.0
52,2023-10-14,20031,VGK,1.989230533338385,2.2055966255841497,1,1,47.56666666666667,1.989230533338385,2.188414975364343,1,1,47.56666666666667,3.1912934340259755,2.6572520051364905,3,1,60.0
53,2023-10-14,20031,ANA,2.2055966255841497,1.989230533338385,1,1,47.56666666666667,2.188414975364343,1.989230533338385,1,1,47.56666666666667,2.6572520051364905,3.1912934340259755,1,3,60.0
54,2023-10-14,20025,PIT,1.8806346082808247,1.9689751980546824,4,1,45.3,1.8806346082808247,1.8835367669211576,4,1,45.06666666666667,3.395184949714107,2.542348043588494,4,2,60.0
55,2023-10-14,20025,CGY,1.9689751980546824,1.8806346082808247,1,4,45.3,1.8835367669211576,1.8806346082808247,1,4,45.06666666666667,2.542348043588494,3.395184949714107,2,4,60.0
56,2023-10-14,20022,CBJ,2.1576148087058216,3.639318944720072,4,2,48.0,2.1576148087058216,3.639318944720072,4,2,48.0,2.9026583757937816,4.506917581652268,5,3,60.0
57,2023-10-14,20022,NYR,3.639318944720072,2.1576148087058216,2,4,48.0,3.639318944720072,2.1576148087058216,2,4,48.0,4.506917581652268,2.9026583757937816,3,5,60.0
58,2023-10-14,20024,MTL,1.9068132859653544,1.7385196237270992,2,1,46.13333333333333,1.7845221682692345,1.4579217611691118,2,0,45.06666666666667,2.9686147280304374,4.724440874329262,3,2,60.0
59,2023-10-14,20024,CHI,1.7385196237270992,1.9068132859653544,1,2,46.13333333333333,1.4579217611691118,1.7845221682692345,0,2,45.06666666666667,4.724440874329262,2.9686147280304374,2,3,60.0
60,2023-10-14,20019,OTT,1.8290754191573264,1.4831009439176317,2,1,50.0,1.8290754191573264,1.4831009439176317,2,1,50.0,3.421098943653917,2.845869222566531,5,2,60.0
61,2023-10-14,20019,PHI,1.4831009439176317,1.8290754191573264,1,2,50.0,1.4831009439176317,1.8290754191573264,1,2,50.0,2.845869222566531,3.421098943653917,2,5,60.0
62,2023-10-14,20023,DET,3.990758917449411,1.7821374098601186,5,3,53.583333333333336,3.990758917449411,1.7821374098601186,5,3,52.31666666666667,4.286838423202678,2.6074390625225328,5,4,60.0
63,2023-10-14,20023,T.B,1.7821374098601186,3.990758917449411,3,5,53.583333333333336,1.7821374098601186,3.990758917449411,3,5,52.31666666666667,2.6074390625225328,4.286838423202678,4,5,60.0
64,2023-10-15,20033,OTT,1.8325240536066445,1.540004144657236,4,2,53.06666666666667,1.634543561010768,1.4161233724451483,4,2,53.06666666666667,2.7415940417740026,1.875697585729419,4,2,60.0
65,2023-10-15,20033,T.B,1.540004144657236,1.8325240536066445,2,4,53.06666666666667,1.4161233724451483,1.634543561010768,2,4,53.06666666666667,1.875697585729419,2.7415940417740026,2,4,60.0
66,2023-10-15,20034,ANA,2.841902759278306,1.810307346080896,4,1,44.41666666666666,2.3408980142915734,1.722481651200453,3,1,42.65,2.982316120486553,2.9719097510327828,4,3,60.0
67,2023-10-15,20034,CAR,1.810307346080896,2.841902759278306,1,4,44.41666666666666,1.722481651200453,2.3408980142915734,1,3,42.65,2.9719097510327828,2.982316120486553,3,4,60.0
68,2023-10-16,20038,TOR,2.9421859067808382,1.6346082362035137,1,2,50.11666666666667,2.9421859067808382,1.624221956813524,1,2,48.11666666666667,5.7806957416144,2.154083458968382,1,3,60.0
69,2023-10-16,20038,CHI,1.6346082362035137,2.9421859067808382,2,1,50.11666666666667,1.624221956813524,2.9421859067808382,2,1,48.11666666666667,2.154083458968382,5.7806957416144,3,1,60.0
70,2023-10-16,20039,WSH,1.904245067523016,2.1793664877651286,2,1,51.78333333333333,1.570028214895366,2.11053525516173,2,1,51.78333333333333,3.6635710426928494,3.718694072497976,2,2,80.0
71,2023-10-16,20039,CGY,2.1793664877651286,1.904245067523016,1,2,51.78333333333333,2.11053525516173,1.570028214895366,1,2,51.78333333333333,3.718694072497976,3.6635710426928494,2,2,80.0
72,2023-10-16,20036,N.J,1.5940296589288836,1.5520371634985717,1,3,47.56666666666667,1.5940296589288836,1.5520371634985717,1,3,45.78333333333333,3.4915267536408026,2.5225201811301448,3,4,60.0
73,2023-10-16,20036,FLA,1.5520371634985717,1.5940296589288836,3,1,47.56666666666667,1.5520371634985717,1.5940296589288836,3,1,45.78333333333333,2.5225201811301448,3.4915267536408026,4,3,60.0
74,2023-10-16,20037,NYR,2.0479771655264614,1.601879252843554,1,0,51.4,2.0479771655264614,1.601879252843554,1,0,51.4,2.7063165564468434,2.8362619299573675,2,1,60.0
75,2023-10-16,20037,ARI,1.601879252843554,2.0479771655264614,0,1,51.4,1.601879252843554,2.0479771655264614,0,1,51.4,2.8362619299573675,2.7063165564468434,1,2,60.0
76,2023-10-16,20035,CBJ,0.8717267468742049,1.505804292422162,0,2,50.03333333333333,0.8717267468742049,1.505804292422162,0,2,48.0,1.806739945996852,2.81394003040148,0,4,60.0
77,2023-10-16,20035,DET,1.505804292422162,0.8717267468742049,2,0,50.03333333333333,1.505804292422162,0.8717267468742049,2,0,48.0,2.81394003040148,1.806739945996852,4,0,60.0
78,2023-10-17,20048,VGK,1.5329653605707976,2.002623104163976,2,2,48.46666666666667,1.2484641349812278,1.792293831479801,2,2,47.91666666666666,2.7277800167400765,2.1994066421719576,2,2,80.0
79,2023-10-17,20048,DAL,2.002623104163976,1.5329653605707976,2,2,48.46666666666667,1.792293831479801,1.2484641349812278,2,2,47.91666666666666,2.1994066421719576,2.7277800167400765,2,2,80.0
80,2023-10-17,20044,NSH,2.6689690827689607,2.080420503141173,0,4,47.96666666666667,2.6689690827689607,2.080420503141173,0,4,45.75,3.4696039398541645,3.4301869420476696,1,6,60.0
81,2023-10-17,20044,EDM,2.080420503141173,2.6689690827689607,4,0,47.96666666666667,2.080420503141173,2.6689690827689607,4,0,45.75,3.4301869420476696,3.4696039398541645,6,1,60.0
82,2023-10-17,20041,MTL,1.7583434722255036,1.0919745611927536,2,0,46.36666666666667,1.5730449823918995,1.0919745611927536,2,0,46.36666666666667,2.79710878343488,3.091613008665316,2,5,60.0
83,2023-10-17,20041,MIN,1.0919745611927536,1.7583434722255036,0,2,46.36666666666667,1.0919745611927536,1.5730449823918995,0,2,46.36666666666667,3.091613008665316,2.79710878343488,5,2,60.0
84,2023-10-17,20046,SEA,1.916059627542702,2.0458672708747305,1,2,43.73333333333333,1.8037527775562343,1.8793677147457848,1,2,43.73333333333333,2.632515599605909,2.3424270053472864,1,3,60.0
85,2023-10-17,20046,COL,2.0458672708747305,1.916059627542702,2,1,43.73333333333333,1.8793677147457848,1.8037527775562343,2,1,43.73333333333333,2.3424270053472864,2.632515599605909,3,1,60.0
86,2023-10-17,20047,S.J,0.7559184736177617,1.5346806749362198,1,2,44.61666666666667,0.7559184736177617,1.5132106346194598,1,2,44.61666666666667,1.557676544460415,4.483191094694796,3,6,60.0
87,2023-10-17,20047,CAR,1.5346806749362198,0.7559184736177617,2,1,44.61666666666667,1.5132106346194598,0.7559184736177617,2,1,44.61666666666667,4.483191094694796,1.557676544460415,6,3,60.0
88,2023-10-17,20045,WPG,1.284295138954478,2.6500209098838714,1,4,52.03333333333333,1.284295138954478,2.6500209098838714,1,4,48.03333333333333,2.9519239647997733,2.973623661749329,1,5,60.0
89,2023-10-17,20045,L.A,2.6500209098838714,1.284295138954478,4,1,52.03333333333333,2.6500209098838714,1.284295138954478,4,1,48.03333333333333,2.973623661749329,2.9519239647997733,5,1,60.0
90,2023-10-17,20042,PHI,3.235949582734384,1.8026287313110367,1,0,52.3,3.1766525683181093,1.7578070202731897,1,0,50.266666666666666,4.410050857410203,2.110553188831541,1,0,60.0
91,2023-10-17,20042,VAN,1.8026287313110367,3.235949582734384,0,1,52.3,1.7578070202731897,3.1766525683181093,0,1,50.266666666666666,2.110553188831541,4.410050857410203,0,1,60.0
92,2023-10-17,20040,BUF,1.8373553586261908,1.368572683703706,3,1,43.03333333333333,1.5125706809257478,1.3133141796411816,2,1,41.03333333333333,2.3231048035348394,3.066525756934368,3,2,61.766666666666666
